Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::S.1	19321	0.994	2068.68	10.707%	279.716	11.05%	0.01014	0.984
Eso-AdenoCA::S.2	50326	0.971	11307.739	22.469%	3155.293	24.069%	0.04937	0.966
Eso-AdenoCA::S.3	20657	0.998	2161.613	10.464%	368.379	6.655%	0.01107	0.998
Eso-AdenoCA::S.4	12159	0.978	2891.171	23.778%	560.203	20.999%	0.07563	0.972
Eso-AdenoCA::S.5	24541	0.963	5125.778	20.887%	923.674	27.0%	0.03477	0.918
Eso-AdenoCA::S.6	73256	0.994	20052.337	27.373%	5148.165	13.213%	0.19177	0.994
Eso-AdenoCA::S.7	25867	0.996	2931.888	11.334%	728.373	9.192%	0.01338	0.995
Eso-AdenoCA::S.8	26101	0.988	3787.939	14.513%	643.035	15.334%	0.01924	0.98
Eso-AdenoCA::S.9	35730	0.996	5160.535	14.443%	813.776	9.228%	0.02538	0.996
Eso-AdenoCA::S.10	38159	0.995	4368.327	11.448%	655.515	10.126%	0.01359	0.992
Eso-AdenoCA::S.11	20406	0.993	3100.053	15.192%	614.413	12.403%	0.02097	0.991
Eso-AdenoCA::S.12	48567	0.996	5164.134	10.633%	738.513	9.487%	0.01128	0.992
Eso-AdenoCA::S.13	28448	0.991	6328.444	22.246%	1483.489	13.577%	0.06434	0.99
Eso-AdenoCA::S.14	80919	0.998	9723.772	12.017%	1559.606	6.64%	0.0164	0.998
Eso-AdenoCA::S.15	14367	0.989	2684.911	18.688%	500.278	15.059%	0.03333	0.987
Eso-AdenoCA::S.16	40385	0.997	4085.15	10.116%	629.411	7.362%	0.01132	0.996
Eso-AdenoCA::S.17	17477	0.987	2726.268	15.599%	453.085	15.931%	0.02238	0.979
Eso-AdenoCA::S.18	23135	0.987	3427.119	14.814%	508.7	16.327%	0.0209	0.968
Eso-AdenoCA::S.19	11200	0.993	1393.418	12.441%	289.423	11.622%	0.01639	0.991
Eso-AdenoCA::S.20	87420	0.997	25088.174	28.698%	5545.355	12.149%	0.30128	0.997
Eso-AdenoCA::S.21	52799	0.996	6609.93	12.519%	2040.415	9.086%	0.01533	0.996
Eso-AdenoCA::S.22	25928	0.994	3428.055	13.221%	565.587	10.988%	0.01419	0.992
Eso-AdenoCA::S.23	20036	0.997	2420.398	12.08%	465.288	8.063%	0.01631	0.996
Eso-AdenoCA::S.24	37302	0.992	5856.933	15.701%	1082.26	13.641%	0.0242	0.99
Eso-AdenoCA::S.25	34293	0.992	5031.592	14.672%	1152.979	12.535%	0.02484	0.991
Eso-AdenoCA::S.26	36461	0.988	5621.027	15.417%	851.271	15.699%	0.02132	0.977
Eso-AdenoCA::S.27	20482	0.983	4514.892	22.043%	905.949	18.366%	0.04314	0.979
Eso-AdenoCA::S.28	32026	0.997	4880.663	15.24%	803.908	9.257%	0.02752	0.997
Eso-AdenoCA::S.29	7829	0.982	1459.344	18.64%	327.904	18.982%	0.03181	0.977
Eso-AdenoCA::S.30	20358	0.985	3671.943	18.037%	611.747	17.317%	0.03049	0.978
Eso-AdenoCA::S.31	40278	0.991	7214.684	17.912%	1409.914	13.699%	0.03517	0.989
Eso-AdenoCA::S.32	41606	0.995	5982.764	14.38%	1062.866	10.34%	0.01986	0.994
Eso-AdenoCA::S.33	12573	0.988	1956.719	15.563%	327.135	15.725%	0.02179	0.98
Eso-AdenoCA::S.34	10327	0.997	1243.249	12.039%	475.447	9.611%	0.0157	0.996
Eso-AdenoCA::S.35	22516	0.99	3262.07	14.488%	441.991	14.29%	0.01598	0.977
Eso-AdenoCA::S.36	58357	0.985	10405.76	17.831%	1556.71	17.339%	0.03084	0.975
Eso-AdenoCA::S.37	37619	0.988	5471.951	14.546%	820.505	15.851%	0.02048	0.974
Eso-AdenoCA::S.38	30261	0.991	5643.526	18.65%	1016.252	13.733%	0.03455	0.989
Eso-AdenoCA::S.39	24560	0.982	3828.223	15.587%	621.769	19.047%	0.02035	0.955
Eso-AdenoCA::S.40	15600	0.995	2478.626	15.889%	529.709	10.345%	0.04547	0.994
Eso-AdenoCA::S.41	31104	0.988	4513.296	14.51%	677.12	15.496%	0.01982	0.974
Eso-AdenoCA::S.42	25017	0.976	5393.139	21.558%	1049.955	21.727%	0.0345	0.967
Eso-AdenoCA::S.43	25231	0.976	4256.168	16.869%	714.141	21.982%	0.02294	0.934
Eso-AdenoCA::S.44	16889	0.99	3686.831	21.83%	1053.328	15.347%	0.05705	0.99
Eso-AdenoCA::S.45	43811	0.996	6230.252	14.221%	945.128	9.373%	0.02426	0.995
Eso-AdenoCA::S.46	20516	0.991	3510.378	17.11%	560.638	13.836%	0.03238	0.988
Eso-AdenoCA::S.47	17284	0.997	1978.807	11.449%	407.441	7.826%	0.01757	0.997
Eso-AdenoCA::S.48	13795	0.993	2643.627	19.164%	410.147	12.372%	0.03784	0.992
Eso-AdenoCA::S.49	50047	0.989	6749.79	13.487%	1097.862	14.568%	0.01695	0.98
Eso-AdenoCA::S.50	40014	0.993	6095.956	15.235%	1245.126	11.715%	0.03605	0.992
Eso-AdenoCA::S.51	36229	0.986	6151.777	16.98%	949.534	16.817%	0.02221	0.976
Eso-AdenoCA::S.52	47777	0.984	10005.294	20.942%	1991.664	18.086%	0.03855	0.98
Eso-AdenoCA::S.53	33648	0.996	3713.123	11.035%	557.924	9.572%	0.01123	0.993
Eso-AdenoCA::S.54	16587	0.985	4402.095	26.539%	1259.418	19.583%	0.15447	0.984
Eso-AdenoCA::S.55	37990	0.997	4412.964	11.616%	1015.109	7.771%	0.01452	0.997
Eso-AdenoCA::S.56	12065	0.991	1681.744	13.939%	242.273	13.661%	0.01687	0.982
Eso-AdenoCA::S.57	10440	0.988	1763.5	16.892%	474.419	15.528%	0.02813	0.986
Eso-AdenoCA::S.58	43690	0.992	8480.32	19.41%	2083.985	12.75%	0.04341	0.991
Eso-AdenoCA::S.59	34422	0.986	7563.229	21.972%	1407.435	19.046%	0.03687	0.983
Eso-AdenoCA::S.60	24368	0.987	4179.265	17.151%	857.193	16.154%	0.02017	0.984
Eso-AdenoCA::S.61	24248	0.99	5054.645	20.846%	939.398	15.283%	0.05293	0.989
Eso-AdenoCA::S.62	19501	0.995	2816.037	14.44%	659.027	10.334%	0.02727	0.995
Eso-AdenoCA::S.63	16109	0.993	2600.247	16.142%	521.313	12.342%	0.02146	0.992
Eso-AdenoCA::S.64	18099	0.993	3104.577	17.153%	672.882	11.405%	0.03603	0.993
Eso-AdenoCA::S.65	17174	0.986	2623.438	15.276%	440.51	16.469%	0.02134	0.976
Eso-AdenoCA::S.66	36628	0.985	7549.86	20.612%	1725.416	17.645%	0.04444	0.983
Eso-AdenoCA::S.67	45547	0.995	7044.78	15.467%	1194.397	10.562%	0.02362	0.994
Eso-AdenoCA::S.68	32461	0.992	4596.743	14.161%	730.427	12.937%	0.01897	0.988
Eso-AdenoCA::S.69	18702	0.998	2070.071	11.069%	324.431	6.571%	0.01394	0.997
Eso-AdenoCA::S.70	33589	0.987	7862.646	23.408%	1646.922	17.829%	0.07333	0.985
Eso-AdenoCA::S.71	20579	0.985	3321.507	16.14%	610.177	17.314%	0.02865	0.977
Eso-AdenoCA::S.72	32748	0.992	5103.492	15.584%	1189.851	13.447%	0.0199	0.991
Eso-AdenoCA::S.73	25988	0.987	4600.794	17.704%	805.812	15.812%	0.02949	0.983
Eso-AdenoCA::S.74	29993	0.987	5105.644	17.023%	1067.966	16.566%	0.02403	0.983
Eso-AdenoCA::S.75	16906	0.997	1947.774	11.521%	489.225	7.876%	0.02532	0.997
Eso-AdenoCA::S.76	11790	0.987	1948.661	16.528%	304.057	16.269%	0.02282	0.977
Eso-AdenoCA::S.77	16611	0.989	2386.162	14.365%	441.722	15.084%	0.01867	0.983
Eso-AdenoCA::S.78	32948	0.975	6447.617	19.569%	982.577	22.773%	0.03264	0.94
Eso-AdenoCA::S.79	24437	0.98	4429.841	18.128%	692.873	19.914%	0.02749	0.959
Eso-AdenoCA::S.80	36434	0.993	4978.462	13.664%	909.631	12.2%	0.01545	0.991
Eso-AdenoCA::S.81	43827	0.979	9868.02	22.516%	2444.72	21.136%	0.04641	0.975
Eso-AdenoCA::S.82	29309	0.992	3915.844	13.361%	706.316	12.744%	0.01567	0.988
Eso-AdenoCA::S.83	26967	0.994	4078.73	15.125%	626.529	11.339%	0.01775	0.992
Eso-AdenoCA::S.84	42861	0.996	5255.819	12.262%	1062.16	8.627%	0.01532	0.996
