Sample,SBS1,SBS2,SBS3,SBS4,SBS5,SBS9,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40
Lung-AdenoCA::S.1,0.0,5717.806556032049,14045.97426968517,178993.03057799116,11743.739924346863,0.0,1338.1115637038654,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.2,343.2354685311432,4010.170507611686,0.0,0.0,12228.203407071276,0.0,0.0,0.0,101.38437370305289,0.0,0.0,0.0
Lung-AdenoCA::S.3,363.2552953626338,1840.0911269917078,734.9219081859554,0.0,21069.206034122093,0.0,3222.6276102094794,0.0,0.0,3207.391780794588,0.0,0.0
Lung-AdenoCA::S.4,103.86596127978272,870.8568688644468,0.0,0.0,6379.103575723944,0.0,0.0,32.955135242197954,0.0,0.0,0.0,370.113969561867
Lung-AdenoCA::S.5,257.7521540120758,5243.527988611837,0.0,9847.814665001753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.6,750.4528847436196,0.0,0.0,38625.50890665176,4433.783077976301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.7,659.0521986839941,0.0,0.0,57852.625214481006,0.0,0.0,333.57488353432166,0.0,0.0,0.0,0.0,10681.912973534772
Lung-AdenoCA::S.8,0.0,0.0,0.0,91408.94314062483,0.0,0.0,0.0,0.0,0.0,1852.7206150491147,0.0,0.0
Lung-AdenoCA::S.9,566.0964902241885,0.0,0.0,0.0,11143.141474593256,0.0,5654.446398458732,0.0,0.0,3276.47485797979,0.0,0.0
Lung-AdenoCA::S.10,417.3950908935209,1609.577585464801,0.0,44432.11969403745,0.0,0.0,3917.807866307762,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.11,669.0930875644932,3432.1217112895933,0.0,0.0,0.0,723.8495511778121,86.52966887726014,0.0,0.0,3771.8010005164256,0.0,5633.513626044881
Lung-AdenoCA::S.12,516.9184690317727,40.571274403464635,0.0,0.0,591.7330953235528,0.0,92.31060664632213,0.0,0.0,210.30413982778293,40.65247630981792,6991.834774107155
Lung-AdenoCA::S.13,348.0587792640845,2168.6632989425584,0.0,24776.971264603126,17273.993140561462,0.0,0.0,0.0,0.0,7097.343501895253,211.3928053996583,10677.998182869025
Lung-AdenoCA::S.14,238.83988496918118,2654.6986310041816,0.0,587.7646489681273,28490.210284197245,0.0,8386.894167199096,0.0,0.0,706.4899941874843,393.9598766380227,0.0
Lung-AdenoCA::S.15,940.7538098844736,3675.7220984175956,0.0,6333.573409993255,14317.860438716105,0.0,3332.0671464968746,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.16,558.146790828707,2086.5030272756035,0.0,0.0,6314.776786522928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.17,735.7777716756959,5129.048287355629,8161.733789863551,23853.27427148651,14371.822444284788,0.0,0.0,0.0,0.0,0.0,0.0,4272.348362046701
Lung-AdenoCA::S.18,0.0,0.0,0.0,23937.492189069457,6910.658105180376,0.0,0.0,0.0,0.0,952.7390571329092,0.0,0.0
Lung-AdenoCA::S.19,686.3936431990631,4143.636883031822,6536.717706043826,0.0,6979.890395785949,0.0,0.0,162.35756809182092,0.0,0.0,89.61423302581717,0.0
Lung-AdenoCA::S.20,181.19118912105142,215.3280477540061,1978.7248875180314,9082.780216702871,1007.2519696395444,0.0,2287.977725337016,0.0,0.0,0.0,0.0,17126.336867416907
Lung-AdenoCA::S.21,631.4494030093493,194.36945135311365,0.0,0.0,6759.766945894629,0.0,32.64291177702921,43.45775759394404,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.22,0.0,0.0,0.0,65457.50331796749,3062.354557787692,0.0,0.0,0.0,0.0,4329.74278240651,0.0,14928.263919916324
Lung-AdenoCA::S.23,416.805804606001,475.6774677291213,423.9770741737537,0.0,12513.995134584477,383.10702750975463,0.0,80.46859793505271,56.3011513111397,0.0,0.0,0.0
Lung-AdenoCA::S.24,1678.5108362563344,0.0,0.0,99781.75152457108,9874.307524851421,0.0,412.1400398040623,0.0,2996.4774021209546,0.0,795.9721739874066,0.0
Lung-AdenoCA::S.25,360.68073986026997,4002.5241252893,2940.304230395986,28419.95375929549,0.0,0.0,0.0,0.0,0.0,3053.9215458049553,0.0,10812.942258788711
Lung-AdenoCA::S.26,1396.2211681847186,0.0,0.0,0.0,17049.894515390297,0.0,0.0,0.0,3089.3701104058346,7164.068250174599,0.0,4011.4301536222206
Lung-AdenoCA::S.27,842.5814021745942,461.62169810614404,0.0,44686.57579736639,3425.258737273423,1156.683118974986,4554.966772734025,0.0,0.0,5367.377136588092,0.0,8578.254355833993
Lung-AdenoCA::S.28,362.18002271675886,3670.257069615163,5706.88493602119,36559.23532926508,3937.229559716783,944.851697774472,0.0,1298.8153531916932,0.0,3518.3845347286856,0.0,0.0
Lung-AdenoCA::S.29,692.28233618023,0.0,0.0,0.0,2483.6228771816577,159.2926691867072,0.0,918.2916142414355,0.0,382.1447057827323,0.0,4060.8685135890564
Lung-AdenoCA::S.30,185.48520014791401,280.6838188667559,1595.619038546489,19874.393233095812,12201.891094353456,0.0,2770.1545742004264,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.31,379.0047720315742,0.0,0.0,32192.78731253396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.32,169.93136193013112,2421.8109499369352,0.0,0.0,19576.34120317237,0.0,4753.998418895044,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.33,365.3567801086215,4837.196408815904,0.0,0.0,10843.053142304585,0.0,105.98497454127413,0.0,0.0,0.0,0.0,0.0
