Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::MSI-H.S.1	66322	0.992	8989.571	13.554%	1508.576	12.959%	0.01436	0.987
ColoRect-AdenoCA::MSI-H.S.2	84154	0.995	8450.659	10.042%	1771.057	10.372%	0.00885	0.993
ColoRect-AdenoCA::MSI-H.S.3	66875	0.99	8723.688	13.045%	1850.269	13.858%	0.01303	0.987
ColoRect-AdenoCA::MSI-H.S.4	93475	0.984	14008.871	14.987%	2712.98	17.902%	0.01903	0.973
ColoRect-AdenoCA::MSI-H.S.5	106480	0.984	16642.439	15.63%	3266.136	18.001%	0.01954	0.975
ColoRect-AdenoCA::MSI-H.S.6	136114	0.993	16297.315	11.973%	2921.072	11.82%	0.01408	0.99
ColoRect-AdenoCA::MSI-H.S.7	94436	0.99	13003.774	13.77%	2639.384	13.81%	0.01402	0.987
ColoRect-AdenoCA::MSI-H.S.8	123263	0.98	23054.849	18.704%	4128.656	20.038%	0.02745	0.968
ColoRect-AdenoCA::MSI-H.S.9	121550	0.988	16346.514	13.448%	3230.523	15.168%	0.01484	0.982
ColoRect-AdenoCA::MSI-H.S.10	120875	0.993	13895.817	11.496%	2122.815	11.559%	0.012	0.988
ColoRect-AdenoCA::MSI-H.S.11	24356	0.985	3723.251	15.287%	661.294	17.259%	0.01786	0.974
ColoRect-AdenoCA::MSI-H.S.12	141969	0.987	20652.753	14.547%	4389.297	16.278%	0.0173	0.981
ColoRect-AdenoCA::MSI-H.S.13	89173	0.982	15543.832	17.431%	3049.426	19.024%	0.02147	0.973
ColoRect-AdenoCA::MSI-H.S.14	57066	0.997	5612.475	9.835%	1059.517	7.901%	0.00878	0.996
ColoRect-AdenoCA::MSI-H.S.15	102511	0.993	13195.427	12.872%	3137.428	11.977%	0.01382	0.992
ColoRect-AdenoCA::MSI-H.S.16	145370	0.99	18090.997	12.445%	3482.563	14.062%	0.01337	0.985
