Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Breast-AdenoCA::S.1	6276	0.997	773.854	12.33%	148.395	7.511%	0.01928	0.997
Breast-AdenoCA::S.2	9511	0.983	1472.18	15.479%	210.45	18.44%	0.01946	0.937
Breast-AdenoCA::S.3	2238	0.996	353.566	15.798%	52.088	9.427%	0.0353	0.995
Breast-AdenoCA::S.4	8016	0.982	1351.064	16.855%	199.242	18.828%	0.02272	0.955
Breast-AdenoCA::S.5	4770	0.99	822.436	17.242%	122.244	14.381%	0.03188	0.986
Breast-AdenoCA::S.6	13266	0.992	2025.112	15.265%	453.032	12.92%	0.01864	0.99
Breast-AdenoCA::S.7	3316	0.974	754.291	22.747%	107.463	22.729%	0.04403	0.947
Breast-AdenoCA::S.8	4340	0.992	576.619	13.286%	82.186	12.604%	0.01726	0.985
Breast-AdenoCA::S.9	12330	0.988	1593.964	12.928%	225.291	15.413%	0.01329	0.954
Breast-AdenoCA::S.10	5880	0.989	872.989	14.847%	123.126	14.981%	0.01958	0.976
Breast-AdenoCA::S.11	2501	0.983	518.309	20.724%	71.278	18.216%	0.03305	0.971
Breast-AdenoCA::S.12	3477	0.981	802.269	23.074%	120.668	20.157%	0.04176	0.972
Breast-AdenoCA::S.13	8243	0.961	2365.934	28.702%	890.002	27.815%	0.09308	0.958
Breast-AdenoCA::S.14	6473	0.982	1087.544	16.801%	220.652	18.82%	0.02429	0.974
Breast-AdenoCA::S.15	10057	0.995	1465.97	14.577%	427.448	10.483%	0.02105	0.994
Breast-AdenoCA::S.16	1218	0.982	301.615	24.763%	40.324	19.039%	0.05867	0.972
Breast-AdenoCA::S.17	3200	0.972	751.074	23.471%	129.354	23.309%	0.04448	0.958
Breast-AdenoCA::S.18	3862	0.983	667.641	17.287%	97.092	18.114%	0.02757	0.964
Breast-AdenoCA::S.19	3896	0.976	770.568	19.778%	117.622	21.918%	0.03066	0.947
Breast-AdenoCA::S.20	3896	0.982	649.673	16.675%	88.691	18.776%	0.02755	0.938
Breast-AdenoCA::S.21	5710	0.987	965.785	16.914%	180.439	16.229%	0.02719	0.982
Breast-AdenoCA::S.22	2660	0.968	622.869	23.416%	85.518	25.237%	0.04089	0.909
Breast-AdenoCA::S.23	11145	0.994	1381.142	12.392%	231.497	10.505%	0.01612	0.992
Breast-AdenoCA::S.24	5689	0.992	1212.291	21.309%	315.284	13.54%	0.10404	0.992
Breast-AdenoCA::S.25	4104	0.987	844.77	20.584%	179.221	16.329%	0.03421	0.985
Breast-AdenoCA::S.26	6102	0.995	756.147	12.392%	167.288	10.103%	0.01706	0.994
Breast-AdenoCA::S.27	6104	0.972	1376.812	22.556%	260.245	23.922%	0.04355	0.96
Breast-AdenoCA::S.28	9521	0.994	1148.405	12.062%	170.198	11.158%	0.01238	0.989
Breast-AdenoCA::S.29	7274	0.98	1424.717	19.586%	204.869	19.805%	0.03717	0.96
Breast-AdenoCA::S.30	8884	0.992	1366.823	15.385%	233.372	13.098%	0.02177	0.989
Breast-AdenoCA::S.31	4179	0.975	916.678	21.935%	193.91	22.33%	0.04009	0.967
Breast-AdenoCA::S.32	3031	0.961	725.546	23.938%	113.308	27.887%	0.04675	0.906
Breast-AdenoCA::S.33	2953	0.985	653.686	22.136%	139.845	17.552%	0.03736	0.982
Breast-AdenoCA::S.34	3608	0.973	810.232	22.457%	120.411	23.024%	0.03903	0.946
Breast-AdenoCA::S.35	1929	0.982	374.759	19.428%	50.905	18.931%	0.0395	0.961
Breast-AdenoCA::S.36	9315	0.991	1314.405	14.111%	181.004	13.036%	0.0156	0.984
Breast-AdenoCA::S.37	10481	0.991	1677.133	16.002%	328.105	13.474%	0.02329	0.989
Breast-AdenoCA::S.38	1775	0.964	569.5	32.085%	123.323	26.825%	0.10827	0.957
Breast-AdenoCA::S.39	19320	0.99	3645.839	18.871%	543.903	14.679%	0.02972	0.986
Breast-AdenoCA::S.40	2574	0.974	549.973	21.366%	93.15	22.864%	0.04184	0.956
Breast-AdenoCA::S.41	15669	0.977	2798.481	17.86%	391.801	21.528%	0.02523	0.894
Breast-AdenoCA::S.42	5659	0.978	978.217	17.286%	156.558	21.004%	0.03189	0.944
Breast-AdenoCA::S.43	4501	0.988	666.981	14.819%	95.448	15.627%	0.0212	0.972
Breast-AdenoCA::S.44	8915	0.979	2188.841	24.552%	659.724	21.191%	0.05825	0.977
