Sample,SBS1,SBS2,SBS5,SBS7a,SBS7b,SBS7c,SBS7d,SBS13,SBS17a,SBS17b,SBS38,SBS40
Skin-Melanoma::S.1,0.0,0.0,0.0,0.0,7610.949550890628,784.8926829782996,0.0,0.0,0.0,0.0,0.0,471.15204741933417
Skin-Melanoma::S.2,500.6843170755388,0.0,3231.3862978587986,10252.569490996053,3654.8486821981696,6968.154184141444,0.0,0.0,0.0,0.0,0.0,885.992129847294
Skin-Melanoma::S.3,0.0,2316.294542971949,0.0,50434.75640711708,0.0,1265.3200934169893,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.4,0.0,0.0,0.0,197563.36516958405,16184.515741065235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.5,0.0,0.0,0.0,50577.2040926902,18702.519714834933,0.0,720.1871228965792,0.0,0.0,9373.362731836765,0.0,5319.745718072193
Skin-Melanoma::S.6,3135.0096979103805,0.0,0.0,168306.35784062938,54244.83560976663,0.0,3507.4262338977073,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.7,0.0,1370.4527648336184,0.0,135632.53523561897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.8,0.0,39946.471977932604,0.0,178707.54741799468,64292.281629730765,13575.080669432826,2691.851889380393,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.9,0.0,0.0,0.0,1540.1263365563805,16046.317308359274,8335.402512371726,6210.619261703102,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.10,0.0,0.0,0.0,79575.88163565457,23515.628256005453,0.0,5663.261924933993,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.11,271.49744758793406,0.0,8912.753121863892,12633.789076809775,4400.581129564605,267.9870002900082,237.9994461893635,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.12,0.0,2170.536573871402,10593.727378901995,0.0,51654.56091745965,3415.492747668114,681.925279103019,0.0,0.0,0.0,0.0,5254.781956989214
Skin-Melanoma::S.13,435.79122840211795,0.0,0.0,32265.19094496942,11517.365912944526,2266.876965547875,5096.677156081681,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.14,0.0,6402.238812447479,10705.139104059062,103682.17505141371,6536.0028837928285,3776.6656338362027,16681.089404665836,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.15,1127.958726625343,0.0,4757.724775854649,59661.47724974477,15491.296888670366,0.0,6422.487682095321,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.16,225.05065476739742,2173.5802599791973,3939.039161221478,9669.199537901299,4255.067102239704,931.4183451429519,2338.8023641987597,0.0,0.0,0.0,919.722756823092,0.0
Skin-Melanoma::S.17,251.09303752237665,0.0,0.0,21851.5345765474,1441.7933340348886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.18,0.0,0.0,5280.028140471947,37953.71587375564,2016.5205273615024,0.0,667.0984300117766,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.19,0.0,71.15763399557514,3227.842466976274,1610.5583889629258,0.0,8485.768108175129,0.0,191.94290854744165,0.0,0.0,0.0,2066.0962586494284
Skin-Melanoma::S.20,0.0,0.0,0.0,2347.90784777731,13783.712902648724,4939.750786391617,3675.217979085802,123.92754278300272,211.47647198776409,0.0,1619.488513720603,0.0
Skin-Melanoma::S.21,0.0,2276.3779269501347,4374.917770928082,34302.968433664224,23044.093656509107,6785.788210791519,2264.958637654765,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.22,0.0,0.0,0.0,164952.69934246186,0.0,2733.5856947710336,2111.492547143683,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.23,0.0,0.0,0.0,3346.877575744535,16476.8889225184,469.68372249948237,3984.5740883425424,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.24,364.85252139189373,849.4545795823262,1842.3546935245217,4727.634644959966,13290.391666760008,0.0,2821.544735292842,0.0,0.0,0.0,208.85812136504515,0.0
Skin-Melanoma::S.25,214.94518458765978,0.0,0.0,0.0,30289.150362644854,2905.940765553354,2057.420146333576,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.26,0.0,0.0,9892.123372603828,22503.02879868146,50428.49572440454,1039.930179080068,986.2810192527343,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.27,240.60846813189502,531.4958951048832,1434.129253847069,15554.111133743943,2529.608218186992,8545.068525821645,0.0,0.0,0.0,0.0,0.0,1798.2775485251352
Skin-Melanoma::S.28,0.0,1200.5601836044689,6918.045706897568,0.0,29700.027407474427,10754.634844884029,3444.544916012063,0.0,0.0,0.0,481.2022796413906,0.0
Skin-Melanoma::S.29,557.035707928009,745.3988168593222,1681.6757394529786,49411.31734908162,0.0,16540.699330656313,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.30,0.0,3443.2648766504153,13564.994550928668,0.0,160327.47549936184,2255.032781092393,4114.029755748774,0.0,0.0,0.0,0.0,0.0
