Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Kidney-RCC::S.1	5483	0.985	817.877	14.917%	118.656	17.479%	0.02046	0.955
Kidney-RCC::S.2	4685	0.986	746.096	15.925%	98.156	16.574%	0.02182	0.96
Kidney-RCC::S.3	3249	0.97	675.423	20.789%	101.388	24.465%	0.0375	0.914
Kidney-RCC::S.4	5595	0.974	1140.511	20.384%	162.923	22.852%	0.03294	0.925
Kidney-RCC::S.5	9222	0.992	1122.747	12.175%	168.334	12.621%	0.01177	0.984
Kidney-RCC::S.6	1853	0.965	476.743	25.728%	67.721	26.763%	0.05069	0.923
Kidney-RCC::S.7	3066	0.98	570.724	18.615%	79.529	19.904%	0.0278	0.949
Kidney-RCC::S.8	5586	0.97	1144.449	20.488%	165.941	24.115%	0.03037	0.903
Kidney-RCC::S.9	4154	0.986	679.707	16.363%	88.5	16.609%	0.02026	0.962
Kidney-RCC::S.10	3028	0.965	773.806	25.555%	106.819	26.294%	0.05222	0.916
Kidney-RCC::S.11	4929	0.974	1016.923	20.631%	146.98	22.85%	0.03388	0.936
Kidney-RCC::S.12	3781	0.965	919.815	24.327%	126.982	26.555%	0.04968	0.902
Kidney-RCC::S.13	3473	0.964	851.542	24.519%	127.896	27.032%	0.05372	0.919
Kidney-RCC::S.14	2336	0.965	550.308	23.558%	79.553	26.104%	0.04473	0.908
Kidney-RCC::S.15	10905	0.988	1716.736	15.743%	277.148	15.95%	0.01946	0.979
Kidney-RCC::S.16	2673	0.971	557.459	20.855%	82.48	23.988%	0.0349	0.921
Kidney-RCC::S.17	2500	0.954	724.74	28.99%	126.662	30.154%	0.06568	0.928
Kidney-RCC::S.18	1226	0.964	284.57	23.211%	44.74	26.502%	0.05458	0.92
Kidney-RCC::S.19	2594	0.975	535.986	20.663%	78.338	22.334%	0.03842	0.942
Kidney-RCC::S.20	3567	0.983	589.867	16.537%	85.503	18.326%	0.0224	0.956
Kidney-RCC::S.21	5323	0.986	837.831	15.74%	121.587	16.952%	0.0222	0.967
Kidney-RCC::S.22	9691	0.975	1952.982	20.153%	311.107	22.374%	0.02992	0.948
Kidney-RCC::S.23	3027	0.96	805.34	26.605%	127.739	27.979%	0.05184	0.925
Kidney-RCC::S.24	2063	0.954	545.257	26.43%	81.653	30.031%	0.05727	0.882
Kidney-RCC::S.25	25323	0.902	9050.038	35.738%	3121.18	43.224%	0.09894	0.887
