Sample,SBS1,SBS2,SBS3,SBS5,SBS8,SBS13,SBS18,SBS35,SBS39,SBS40,SBS41
Ovary-AdenoCA::S.1,433.5813260206209,0.0,4598.457236329417,671.4437478479076,0.0,64.44766497384636,0.0,0.0,497.37183560194643,274.7875760394819,83.58265389342222
Ovary-AdenoCA::S.2,1187.0653083493958,0.0,2884.839553909681,195.4390730281741,196.63311175247728,51.061958870511646,931.2053953856528,0.0,0.0,2544.7713767781847,0.0
Ovary-AdenoCA::S.3,925.9825779599001,0.0,2324.684902336867,1796.1627933948337,0.0,57.90470960498855,134.64959520738182,43.163230205498216,0.0,0.0,0.0
Ovary-AdenoCA::S.4,680.6875192126404,256.863730388298,1857.920504645275,1823.1276772324534,0.0,412.8959808266114,0.0,0.0,0.0,221.40674718811076,0.0
Ovary-AdenoCA::S.5,287.8891861098257,79.84501251405146,6943.216877039619,2143.5570408758276,0.0,310.73895790939923,0.0,301.4409054838133,0.0,4294.4232188805245,361.6894504852038
Ovary-AdenoCA::S.6,292.6373660366466,217.37452279140783,5889.0832836343325,1532.9645923859432,327.8237966761469,88.68905542407953,0.0,0.0,445.0678511729279,1320.2795193468653,0.0
Ovary-AdenoCA::S.7,325.623124519022,217.6379975336252,2594.615006023043,2156.84894019357,0.0,0.0,0.0,33.469069554752025,0.0,195.5247174396464,0.0
Ovary-AdenoCA::S.8,431.46668557954195,0.0,1974.873455060207,3640.8872627715127,162.622970475533,41.666245160321836,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.9,492.91340949310893,17.681381455158075,2737.200721353849,0.0,214.40233916124154,487.5564467665484,823.272406294342,48.65061788900767,77.0435335339401,2110.403957373166,112.18868025811558
Ovary-AdenoCA::S.10,289.8647282796838,0.0,2742.0693118896625,0.0,252.30910353731488,1476.5889708052312,0.0,0.0,100.2297379779719,2965.7734563728077,63.42959044182534
Ovary-AdenoCA::S.11,517.7327402882224,121.41865857787029,4519.127495893039,214.67273347612343,0.0,59.57587217955151,0.0,201.4857544940646,0.0,5307.485879502832,0.0
Ovary-AdenoCA::S.12,440.43368003820814,62.59661022312622,1775.9712532848719,924.2186798622037,0.0,0.0,34.60525679758918,145.89912754435778,258.01730950800294,191.0925621426037,0.0
Ovary-AdenoCA::S.13,577.2853651921482,983.6524188337853,2433.4982149842162,1119.0621988438636,0.0,365.1817802854436,0.0,0.0,257.8385192250293,3964.1859602055642,58.92382653510517
Ovary-AdenoCA::S.14,562.1751891898836,0.0,1864.9432135796546,606.9202117681791,0.0,0.0,672.5782835992613,38.689333042737125,0.0,2690.1602203298653,0.0
Ovary-AdenoCA::S.15,588.2234961695706,0.0,2255.1289727023877,2168.9365759252537,0.0,0.0,523.2496407908538,0.0,0.0,3947.0312357552,78.66737718746478
Ovary-AdenoCA::S.16,425.4834545356597,0.0,0.0,1950.829843435348,171.09730762588535,503.27125033326814,0.0,53.58244513155537,291.9345440284333,0.0,0.0
Ovary-AdenoCA::S.17,408.2898459690315,323.48070980898086,2354.238845625072,1281.9614395896442,87.41207099953323,305.8289933032267,0.0,0.0,175.86452288005373,109.47285387232617,0.0
Ovary-AdenoCA::S.18,207.46098299849638,39.12361637581072,1144.4805687162918,334.7311106850999,358.36222462035283,196.11687013078824,1911.5988342269106,0.0,301.22784717390186,181.69098442181203,0.0
Ovary-AdenoCA::S.19,694.3488182757854,402.9559341746386,4378.77032517027,2745.3142349832146,0.0,60.473755261178354,0.0,339.8805484329878,0.0,162.38347956434933,172.54281437733604
Ovary-AdenoCA::S.20,646.6423444716161,0.0,1190.785335322648,2719.0818443833205,0.0,0.0,938.7381732311977,0.0,0.0,0.0,159.39516596949548
Ovary-AdenoCA::S.21,350.6469234032362,0.0,5186.432713695832,4452.591325559868,210.47451811928158,152.76691516429565,0.0,609.3326933441779,0.0,3783.9117681596335,0.0
Ovary-AdenoCA::S.22,584.787745699208,0.0,6602.159396616435,6887.268666837538,332.78866918275617,0.0,763.2200953178402,323.80914104262683,1307.8282321313436,0.0,0.0
Ovary-AdenoCA::S.23,433.2724231039309,13.541282055334193,5418.334735694004,299.8659143753951,0.0,0.0,1868.1625119734265,107.29852175510183,0.0,0.0,52.95124146423903
Ovary-AdenoCA::S.24,188.9666751216487,0.0,4202.140842416051,1283.10020656904,127.19897215700074,790.0116714103268,0.0,95.1412579424116,354.3362481693698,778.4705798928313,0.0
Ovary-AdenoCA::S.25,317.9673879484247,73.18983790148279,1821.7185552413023,579.4729518080998,284.6238617577079,16.44345632218218,36.85276349012589,0.0,0.0,3431.039457852058,283.9950890647532
Ovary-AdenoCA::S.26,339.4211850036552,571.0878217349098,2098.3257039735163,2161.09284254627,0.0,23.941416967440876,0.0,0.0,0.0,4743.279052654963,56.674868107696796
Ovary-AdenoCA::S.27,635.3149157715239,0.0,5885.668747158184,1199.1246607231503,0.0,25.469344043462627,1602.3363854220488,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.28,184.30154006400187,0.0,6587.100640056208,2293.9216271057,0.0,0.0,149.15798321534328,0.0,369.17628148719365,3767.03665565379,0.0
Ovary-AdenoCA::S.29,325.52791923464673,436.8746674469331,2796.6293895903764,726.8089768552619,0.0,0.0,165.27934890219805,29.85753945117357,0.0,0.0,0.0
