"","Tool","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.spec","med.spec","m.scaled_L2","med.scaled_L2","m.KL","med.KL","m.sum_sens_spec","med.sum_sens_spec"
"1","musical",2.72272790534677,2.79494331066229,0.274380711340913,0.910303616136949,1,0.120156557724864,0.117565745446879,0.089010558487025,0.100850016708368,0.902456349206349,1,0.147158146781372,0.937837301587302,1,0.127680664624713,0.959169396961064,1,0.930529896747074,0.945439236352437,0.103090594522201,0.0212705214789046,1.86162574616741,2
"2","pasa",2.66201491758192,2.69608279289705,0.288183993395155,0.870706225872892,0.888888888888889,0.132892256965561,0.126174676774342,0.0764306389910955,0.124604602401799,0.800718694885362,0.8,0.19032100187559,0.987470899470899,1,0.0582382017364445,0.991908797992131,1,0.92545314979847,0.954230175244067,0.21272304333313,0.0438379840917565,1.79262749287749,1.8
"3","fitms_0.030",2.620377058132,2.64800063196849,0.292957653738707,0.82852470369137,0.857142857142857,0.158703830626239,0.102876910121963,0.0847384741318744,0.0809652176166012,0.75023544973545,0.75,0.213029211609104,0.973018518518519,1,0.093263187543705,0.988894127477461,1,0.940140250691676,0.94955942403252,0.158449843593629,0.112240000184853,1.73912957721291,1.75
"4","fitms_0.010",2.6190145254715,2.64769055796624,0.2925128682204,0.829030130363464,0.857142857142857,0.159252588616548,0.105037061830084,0.089172327427966,0.0776551791941983,0.750570105820106,0.75,0.213340863711116,0.973481481481482,1,0.0931890286406176,0.989016481974815,1,0.938324035132592,0.947757835411505,0.157376930610177,0.113180583132548,1.73958658779492,1.75
"5","fitms_0.060",2.61851675711264,2.6466193272232,0.297732365740906,0.827203555703556,0.857142857142857,0.160651460711786,0.103283507437625,0.0847385489465904,0.0867780532866789,0.748763227513228,0.75,0.213905267737542,0.973037037037037,1,0.0932702054168461,0.988592099258766,1,0.940024267403638,0.949556506135076,0.163532364499395,0.11317180774084,1.73735532677199,1.75
"6","fitms_0.050",2.61671962593021,2.64697723959958,0.300976605674143,0.826670927837594,0.857142857142857,0.161277986426057,0.103728786768207,0.0848520159933531,0.0875140078121073,0.748892857142857,0.75,0.214224252265304,0.971555555555556,1,0.0957774941704399,0.988151317817984,1,0.939802865349128,0.949571079229192,0.163890837665607,0.115188706246614,1.73704417496084,1.75
"7","fitms_0.005",2.61612418453328,2.64177106143168,0.287564683221118,0.829330915997583,0.857142857142857,0.157919214104894,0.108557032397934,0.0929538274834864,0.076258620908104,0.751088624338624,0.75,0.212712246467953,0.973592592592593,1,0.0914436431816256,0.988623512290179,1,0.935264262237017,0.944722921666895,0.156145088305454,0.116246308383813,1.7397121366288,1.75
"8","fitms_0.001",2.6126082713927,2.63966881965628,0.289132948982441,0.828112221112221,0.857142857142857,0.158006835172105,0.109739612205183,0.0937770217566524,0.0775292931592198,0.750310846560847,0.75,0.212230547473501,0.972037037037037,1,0.0941932871366129,0.988128192794859,1,0.934705368407244,0.944571604175335,0.15822894306531,0.118226199862868,1.73843903935571,1.75
"9","fitms_0.200",2.60727992542134,2.64205605753165,0.31318591224936,0.823000721500721,0.857142857142857,0.163691185171175,0.111204201562787,0.0813755809979068,0.113952892840523,0.737613756613757,0.75,0.217513350397221,0.98087037037037,1,0.0772938380351662,0.989508698092031,1,0.936596432433792,0.951521348265243,0.211937724554281,0.118648112341112,1.72712245470579,1.75
"10","fitms_0.100",2.60601109692531,2.64065281363927,0.314871706608825,0.822933233433233,0.857142857142857,0.161680313920986,0.108435993021785,0.0839426492420202,0.105565558782232,0.743354497354497,0.75,0.215043264456042,0.971092592592593,1,0.0957597043042039,0.987597390264057,1,0.937399572596041,0.950149269401098,0.18460438947731,0.118228295579271,1.73095188761855,1.75
